"name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"Daly, Miss. Margaret Marcella","female",33,"3rd","Q","Ireland",382650,6.19,"0","0","yes"
"Daly, Mr. Eugene Patrick","male",29,"3rd","Q","Ireland",382651,7.15,"0","0","yes"
"Daly, Mr. Peter Dennis","male",51,"1st","S","England",113055,26.11,"0","0","yes"
"Danbom, Master. Gilbert Sigvard Emanuel","male",0.3333333333,"3rd","S","Sweden",347080,14.08,"0","2","no"
"Danbom, Mr. Ernst Gilbert","male",34,"3rd","S","Sweden",347080,14.08,"1","1","no"
"Danbom, Mrs. Anna Sigrid Maria","female",28,"3rd","S","Sweden",347080,14.08,"1","1","no"
"Daniel, Mr. Robert Williams","male",27,"1st","S","United States",113804,30.1,"0","0","yes"
"Daniels, Miss. Sarah Rebecca","female",36,"1st","S","England",113781,151.16,"0","0","yes"
"Danoff, Mr. Yoto","male",27,"3rd","S",NA,349219,7.1711,"0","0","no"
"Davidson, Mrs. Orian","female",27,"1st","C","Canada",12750,52,"1","2","yes"
"Davidson, Mr. Thornton","male",31,"1st","C","Canada",12750,52,"1","0","no"
"Davies, Master. John Morgan jr","male",8,"2nd","S","England",33112,36.15,"1","1","yes"
"Davies, Mr. Alfred James","male",24,"3rd","S","England",48871,24.03,"2","0","no"
"Davies, Mr. Charles Henry","male",19,"2nd","S","England",14879,73.1,"0","0","no"
"Davies, Mr. Evan Lewis","male",22,"3rd","S","Wales",23568,8.01,"0","0","no"
"Davies, Mr. John","male",22,"3rd","S","England",48871,24.03,"2","0","no"
"Davies, Mr. Joseph","male",17,"3rd","S","England",48873,8.01,"2","0","no"
"Davies, Mrs. Agnes","female",48,"2nd","S","England",33112,36.15,"0","2","yes"
"Davis, Miss. Mary Ann Charlotte","female",28,"2nd","S","England",237668,13,"0","0","yes"
"Davison, Mrs. Mary Elizabeth","female",34,"3rd","S","England",386525,16.02,"1","0","yes"
"Davison, Mr. Thomas Henry","male",32,"3rd","S","England",386525,16.02,"1","0","no"
"Deacon, Mr. Percy William","male",18,"2nd","S","England",14879,73.1,"0","0","no"
"Dean, Master. Bertram Vere","male",1,"3rd","S","England",2315,20.1106,"1","2","yes"
"Dean, Miss. Elizabeth Gladys 'Millvina'","female",0.1666666667,"3rd","S","England",2315,20.1106,"1","2","yes"
"Dean, Mr. Bertram Frank","male",25,"3rd","S","England",2315,20.1106,"1","2","no"
"Dean, Mrs. Eva Georgetta","female",32,"3rd","S","England",2315,20.1106,"1","2","yes"
"Delalic, Mr. Redjo","male",25,"3rd","S","Bosnia",349250,7.1711,"0","0","no"
"Del Carlo, Mrs. Argene","female",24,"2nd","C","Italy",2167,27.1405,"1","0","yes"
"Del Carlo, Mr. Sebastiano","male",29,"2nd","C","Italy",2167,27.1405,"1","0","no"
"De Messemaeker, Mr. Guillaume Joseph","male",36,"3rd","S","United States",345572,17.08,"1","0","yes"
"De Messemaeker, Mrs. Anna","female",36,"3rd","S","United States",345572,17.08,"1","0","yes"
"De Mulder, Mr. Theodoor","male",30,"3rd","S","Belgium",345774,9.1,"0","0","yes"
"Denbuoy, Mr. Albert Joseph","male",25,"2nd","S","Channel Islands",31029,31.1,"0","0","no"
"Denkoff, Mr. Mitto","male",30,"3rd","S",NA,349225,7.1711,"0","0","no"
"Dennis, Mr. Samuel","male",22,"3rd","S","England",21172,7.05,"0","0","no"
"Dennis, Mr. William","male",26,"3rd","S","England",21175,7.05,"0","0","no"
"De Pelsmaeker, Mr. Alfons","male",16,"3rd","S","Belgium",345778,9.1,"0","0","no"
"Devaney, Miss. Margaret Delia","female",19,"3rd","Q","Ireland",330958,7.1707,"0","0","yes"
"Dibden, Mr. William","male",18,"2nd","S","England",14879,73.1,"0","0","no"
"Dick, Mr. Albert Adrian","male",31,"1st","S","Canada",17474,57,"1","0","yes"
"Dick, Mrs. Vera","female",17,"1st","S","United States",17474,57,"1","0","yes"
"Dika, Mr. Mirko","male",17,"3rd","S","Croatia (Modern)",349232,7.1711,"0","0","no"
"Dimic, Mr. Jovan","male",42,"3rd","S","Hungary",315088,8.1303,"0","0","no"
"Dintcheff, Mr. Valtcho","male",43,"3rd","S",NA,349226,7.1711,"0","0","no"
"Dodge, Dr. Washington","male",52,"1st","S","United States",33638,81.1702,"1","1","yes"
"Dodge, Master. Washington","male",4,"1st","S","United States",33638,81.1702,"0","2","yes"
"Dodge, Mrs. Ruth","female",34,"1st","S","United States",33638,81.1702,"1","1","yes"
"Doling, Miss. Elsie","female",18,"2nd","S","England",231919,23,"0","1","yes"
"Doling, Mrs. Ada Julia Elizabeth","female",34,"2nd","S","England",231919,23,"0","1","yes"
"Donohoe, Miss. Bridget","female",21,"3rd","Q","Ireland",364856,7.15,"0","0","no"
"Dooly, Mr. Patrick","male",37,"3rd","Q","Ireland",370376,7.15,"0","0","no"
"Dorking, Mr. Edward Arthur","male",18,"3rd","S","England",10482,8.01,"0","0","yes"
"Dougherty, Mr. William John","male",22,"3rd","Q","Ireland",330877,8.0902,"0","0","no"
"Douglas, Mrs. Mahala","female",48,"1st","C","United States",17761,106.0806,"1","0","yes"
"Douglas, Mrs. Mary Hélène","female",27,"1st","C","Canada",17558,247.1005,"1","1","yes"
"Douglas, Mr. Walter Donald","male",50,"1st","C","United States",17761,106.0806,"1","0","no"
"Douton, Mr. William Joseph","male",55,"2nd","S","England",28403,26,"0","0","no"
"Dowdell, Miss. Elizabeth","female",31,"3rd","S","United States",364516,12.0906,"0","0","yes"
"Doyle, Miss. Elizabeth","female",28,"3rd","Q","Ireland",368702,7.15,"0","0","no"
"Drazenovic, Mr. Jozef","male",33,"3rd","C","Croatia (Modern)",349241,7.1711,"0","0","no"
"Drew, Master. Marshall Brines","male",8,"2nd","S","United States",28220,32.1,"0","2","yes"
"Drew, Mr. James Vivian","male",42,"2nd","S","England",28220,32.1,"1","1","no"
"Drew, Mrs. Maria Louisa Thorne","female",34,"2nd","S","United States",28220,32.1,"1","1","yes"
"Driscoll, Miss. Bridget","female",27,"3rd","Q","Ireland",14311,7.15,"0","0","yes"
"Dropkin, Miss. Jennie","female",24,"3rd","S","England",392083,8.01,"0","0","yes"
"Duff Gordon, Lucy Christiana, Lady","female",48,"1st","C","England",17485,56.1807,"1","0","yes"
"Duff Gordon, Sir. Cosmo Edmund","male",49,"1st","C","England",11755,39.12,"1","0","yes"
"Dulles, Mr. William Crothers","male",39,"1st","C","United States",17580,29.14,"0","0","no"
"Duquemin, Mr. Joseph Pierre","male",24,"3rd","S","Channel Islands",752,7.11,"0","0","yes"
"Durán i Moné, Sra. Asuncion","female",27,"2nd","C","Spain",2149,13.1702,"1","0","yes"
"Durán i Moné, Sra. Florentina","female",30,"2nd","C","Spain",2148,13.1702,"1","0","yes"
"Dwan, Mr. Frank","male",65,"3rd","Q","Ireland",336439,7.15,"0","0","no"
"Dyker, Mr. Adolf Fredrik","male",23,"3rd","S","United States",347072,13.18,"1","0","no"
"Dyker, Mrs. Anna Elisabeth Judith","female",22,"3rd","S","United States",347072,13.18,"1","0","yes"
"Earnshaw, Mrs. Olive","female",23,"1st","C","United States",11767,83.0302,"0","1","yes"
"Edvardsson, Mr. Gustaf Hjalmar","male",18,"3rd","S","Sweden",349912,7.1506,"0","0","no"
"Eitemiller, Mr. George Floyd","male",25,"2nd","S","United States",29751,13,"0","0","no"
"Eklund, Mr. Hans Linus","male",16,"3rd","S","Sweden",347074,7.1506,"0","0","no"
"Ekström, Mr. Amandus","male",45,"3rd","S","Sweden",347061,6.1906,"0","0","no"
"Elias, Mr. Dibo","male",29,"3rd","C",NA,2674,7.0406,"0","0","no"
"Elias, Mr. Joseph jr.","male",15,"3rd","C","Lebanon",2690,7.0407,"1","1","no"
"Elias Nasrallah, Mr. Tannous","male",22,"3rd","C","Lebanon",2695,7.0407,"1","1","no"
"Elsbury, Mr. William James","male",48,"3rd","S","England",3902,7.05,"0","0","no"
"Emanuel, Miss. Virginia Ethel","female",5,"3rd","S","United States",364516,12.0906,"0","0","yes"
"Enander, Mr. Ingvar","male",21,"2nd","S","Sweden",236854,13,"0","0","no"
"Endres, Miss. Caroline Louise","female",39,"1st","C","United States",17757,247.1006,"0","0","yes"
"Estanislau, Mr. Manuel Gonçalves","male",37,"3rd","S",NA,3101306,7.01,"0","0","no"
"Eustis, Miss. Elizabeth Mussey","female",54,"1st","C","United States",36947,78.0504,"1","0","yes"
"Evans, Miss. Edith Corse","female",36,"1st","C","United States",17531,31.1307,"0","0","no"
"Everett, Mr. Thomas James","male",38,"3rd","S","England",6212,15.02,"0","0","no"
"Fahlstrøm, Mr. Arne Joma","male",18,"2nd","S","Norway",236171,13,"0","0","no"
"Fardon, Mr. Charles Richard","male",46,"3rd","S","England",3101314,7.05,"0","0","no"
"Farrell, Mr. James","male",26,"3rd","Q","Ireland",367232,7.15,"0","0","no"
"Farthing, Mr. John","male",49,"1st","S","England",17483,221.1507,"0","0","no"
"Faunthorpe, Mr. Harry Bartram","male",32,"2nd","S","England",2926,26,"1","0","no"
"Fillbrook, Mr. Joseph Charles","male",18,"2nd","S","England",15185,10.1,"0","0","no"
"Finoli, Mr. Luigi","male",34,"3rd","S",NA,3101308,7.01,"0","0","yes"
"Fischer, Mr. Eberhard Thelander","male",18,"3rd","S","Sweden",350036,7.1511,"0","0","no"
"Flegenheim, Mrs. Antoinette","female",48,"1st","C","United States",17598,31.1308,"0","0","yes"
"Fleming, Miss. Honor","female",22,"3rd","Q","Ireland",364859,7.15,"0","0","no"
"Fleming, Miss. Margaret","female",42,"1st","C","United States",17421,110.1708,"0","0","yes"
"Flynn, Mr. James","male",28,"3rd","Q","Ireland",364851,7.15,"0","0","no"
"Flynn, Mr. John","male",48,"3rd","Q","Ireland",368323,6.19,"0","0","no"
"Flynn, Mr. John Irwin","male",36,"1st","S","Canada",14474,26.0509,"0","0","yes"
"Foley, Mr. Joseph","male",19,"3rd","Q","Ireland",330910,7.1707,"0","0","no"
"Foley, Mr. William","male",20,"3rd","Q","Ireland",365235,7.15,"0","0","no"
"Foo, Mr. Choong","male",32,"3rd","S",NA,1601,56.0911,"0","0","yes"
"Ford, Miss. Dollina Margaret","female",20,"3rd","S","England",6608,34.0706,"2","2","no"
"Ford, Miss. Robina Maggie","female",7,"3rd","S","England",6608,34.0706,"2","2","no"
"Ford, Mr. Arthur","male",23,"3rd","S","England",1478,8.01,"0","0","no"
"Ford, Mr. Edward Watson","male",18,"3rd","S","England",6608,34.0706,"2","2","no"
"Ford, Mrs. Margaret Ann Watson","female",54,"3rd","S","Scotland",6608,34.0706,"1","3","no"
"Ford, Mr. William Neal Thomas","male",14,"3rd","S","England",6608,34.0706,"1","3","no"
"Foreman, Mr. Benjamin Laventall","male",30,"1st","S","United States",113051,27.15,"0","0","no"
"Fortune, Miss. Alice Elizabeth","female",24,"1st","S","Canada",19950,263,"3","2","yes"
"Fortune, Miss. Ethel Flora","female",28,"1st","S","Canada",19950,263,"3","2","yes"
"Fortune, Miss. Mabel Helen","female",23,"1st","S","Canada",19950,263,"3","2","yes"
"Fortune, Mr. Charles Alexander","male",19,"1st","S","Canada",19950,263,"3","2","no"
"Fortune, Mr. Mark","male",64,"1st","S","Canada",19950,263,"1","4","no"
"Fortune, Mrs. Mary","female",60,"1st","S","Canada",19950,263,"1","4","yes"
"Fox, Mr. Patrick","male",28,"3rd","Q","Ireland",368573,7.15,"0","0","no"
"Fox, Mr. Stanley Harrington","male",38,"2nd","S","United States",229236,13,"0","0","no"
"Francatelli, Miss. Laura Mabel","female",32,"1st","C","England",17485,56.1807,"0","0","yes"
"Franklin, Mr. Thomas Parnham","male",37,"1st","S","England",113778,26.11,"0","0","no"
"Frauenthal, Dr. Henry William","male",49,"1st","S","United States",17611,133.13,"2","0","yes"
"Frauenthal, Mr. Isaac Gerald","male",43,"1st","C","United States",17765,27.1405,"1","0","yes"
"Frauenthal, Mrs. Clara","female",42,"1st","S","United States",17611,133.13,"1","0","yes"
"Frölicher, Miss. Hedwig Margaritha","female",22,"1st","C","Switzerland",13568,49.1,"0","2","yes"
"Frölicher-Stehli, Mr. Maximilian Josef","male",60,"1st","C","Switzerland",13567,79.04,"1","1","yes"
"Frölicher-Stehli, Mrs. Margaretha Emerentia","female",48,"1st","C","Switzerland",13567,79.04,"1","1","yes"
"Frost, Mr. Anthony Wood","male",39,"2nd","B","England",239854,NA,"0","0","no"
"Fry, Mr. Richard","male",39,"1st","S","England",112058,NA,"0","0","no"
"Funk, Miss. Annie Clemmer","female",38,"2nd","S","India",237671,13,"0","0","no"
"Futrelle, Mr. Jacques Heath","male",37,"1st","S","England",113803,53.02,"1","0","no"
"Futrelle, Mrs. Lily May","female",35,"1st","S","England",113803,53.02,"1","0","yes"
"Fynney, Mr. Joseph J.","male",36,"2nd","S","England",239865,26,"0","0","no"
"Gale, Mr. Harry","male",38,"2nd","S","England",28664,21,"1","0","no"
"Gale, Mr. Shadrach","male",33,"2nd","S","England",28664,21,"1","0","no"
"Gallagher, Mr. Martin","male",29,"3rd","Q","Ireland",36864,7.141,"0","0","no"
"Garfirth, Mr. John","male",23,"3rd","S","England",358585,14.1,"0","0","no"
"Garside, Miss. Ethel","female",39,"2nd","S","England",243880,13,"0","0","yes"
"Gaskell, Mr. William Alfred","male",19,"2nd","S","England",239865,26,"0","0","no"
"Gavey, Mr. Laurence","male",26,"2nd","S","Channel Islands",31028,10.1,"0","0","no"
"Gee, Mr. Arthur H.","male",47,"1st","S","England",111320,38.1,"0","0","no"
"George/Joseph, Mrs. Shawneene","female",38,"3rd","C","United States",2688,7.0407,"0","0","yes"
"Gerios Thamah, Mr. Assaf","male",21,"3rd","C","Lebanon",2692,7.0406,"0","0","no"
"Gheorgheff, Mr. Stanio","male",NA,"3rd","C","Bulgaria",349254,7.1711,"0","0","no"
"Gibson, Miss. Dorothy Winifred","female",22,"1st","C","United States",112378,59.08,"0","1","yes"
"Gibson, Mrs. Pauline Caroline","female",44,"1st","C","United States",112378,59.08,"0","1","yes"
"Gieger, Miss. Amalie","female",35,"1st","S",NA,113503,211.1,"0","0","yes"
"Giglio, Mr. Victor Gaitan Andrea","male",23,"1st","C",NA,17593,79.04,"0","0","no"
"Gilbert, Mr. William","male",47,"2nd","S","England",30769,10.1,"0","0","no"
"Giles, Mr. Edgar","male",19,"2nd","S","England",28133,11.1,"1","0","no"
"Giles, Mr. Frederick Edward","male",21,"2nd","S","England",28134,11.1,"1","0","no"
"Giles, Mr. Ralph","male",24,"2nd","S","England",248726,13.1,"0","0","no"
"Gilinski, Mr. Eliezer","male",23,"3rd","S","Wales",14973,8.01,"0","0","no"
"Gillespie, Mr. William Henry","male",31,"2nd","S","Ireland",12233,13,"0","0","no"
"Gill, Mr. John","male",24,"2nd","S","England",233866,13,"0","0","no"
"Gilnagh, Miss. Katherine","female",17,"3rd","Q","Ireland",35851,7.1408,"0","0","yes"
"Givard, Mr. Hans Kristensen","male",30,"2nd","S","Argentina",250646,13,"0","0","no"
"Glynn, Miss. Mary Agatha","female",18,"3rd","Q","Ireland",335677,7.15,"0","0","yes"
"Goldenberg, Mr. Samuel L.","male",47,"1st","C","United States",17453,89.0201,"1","0","yes"
"Goldenberg, Mrs. Nella","female",40,"1st","C","United States",17453,89.0201,"1","0","yes"
"Goldschmidt, Mr. George B.","male",71,"1st","C","United States",17754,34.1301,"0","0","no"
"Goldsmith, Master. Frank John William","male",9,"3rd","S","England",363291,20.1006,"0","2","yes"
"Goldsmith, Mr. Frank John","male",33,"3rd","S","England",363291,20.1006,"1","1","no"
"Goldsmith, Mr. Nathan","male",41,"3rd","S",NA,3101263,7.17,"0","0","no"
"Goldsmith, Mrs. Emily Alice","female",31,"3rd","S","England",363291,20.1006,"1","1","yes"
"Goodwin, Master. Harold Victor","male",9,"3rd","S","England",2144,46.18,"5","2","no"
"Goodwin, Master. Sidney Leslie","male",1,"3rd","S","England",2144,46.18,"5","2","no"
"Goodwin, Master. William Frederick","male",11,"3rd","S","England",2144,46.18,"5","2","no"
"Goodwin, Miss. Jessie Allis","female",10,"3rd","S","England",2144,46.18,"5","2","no"
"Goodwin, Miss. Lillian Amy","female",16,"3rd","S","England",2144,46.18,"5","2","no"
"Goodwin, Mr. Charles Edward","male",14,"3rd","S","England",2144,46.18,"5","2","no"
"Goodwin, Mr. Frederick Joseph","male",42,"3rd","S","England",2144,46.18,"1","6","no"
"Goodwin, Mrs. Augusta","female",43,"3rd","S","England",2144,46.18,"1","6","no"
"Gracie, Colonel. Archibald","male",53,"1st","S","United States",113780,28.1,"0","0","yes"
"Graham, Miss. Margaret Edith","female",19,"1st","S","England",17582,153.0903,"0","0","yes"
"Graham, Mr. George Edward","male",38,"1st","S","Canada",112053,30,"0","1","no"
"Graham, Mrs. Edith","female",59,"1st","S","England",17582,153.0903,"0","1","yes"
"Greenberg, Mr. Samuel","male",52,"2nd","S","South Africa",250647,13,"0","0","no"
"Greenfield, Mrs. Blanche","female",45,"1st","C","United States",17759,63.0702,"0","1","yes"
"Greenfield, Mr. William Bertram","male",23,"1st","C","United States",17759,63.0702,"0","1","yes"
"Green, Mr. George","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Green, Mr. George","male",41,"3rd","S","England",21440,8.01,"0","0","no"
"Grønnestad, Mr. Daniel Danielsen","male",32,"3rd","S","Norway",8471,8.0615,"0","0","no"
"Guest, Mr. Charles Robert","male",25,"3rd","S","England",376563,8.01,"0","0","no"
"Guggenheim, Mr. Benjamin","male",46,"1st","C","France",17593,79.04,"0","0","no"
"Gustafsson, Mr. Alfred Ossian","male",19,"3rd","S","Finland",7534,9.1611,"0","0","no"
"Gustafsson, Mr. Anders Vilhelm","male",37,"3rd","S","Finland",3101276,7.1806,"2","0","no"
"Gustafsson, Mr. Johan Birger","male",28,"3rd","S","Finland",3101277,7.1806,"2","0","no"
"Gustafsson, Mr. Karl Gideon","male",19,"3rd","S","Sweden",347069,7.1506,"0","0","no"
"Haas, Miss. Aloisia","female",24,"3rd","S","Switzerland",349236,8.17,"0","0","no"
"Hagland, Mr. Ingvald Olai Olsen","male",28,"3rd","S","Norway",65303,6.1904,"1","0","no"
"Hagland, Mr. Konrad Mathias Reiersen","male",19,"3rd","S","Norway",65304,6.1904,"1","0","no"
"Hakkarainen, Mr. Pekka Pietari","male",28,"3rd","S","Finland",3101279,15.17,"1","0","no"
"Hakkarainen, Mrs. Elin Matilda","female",24,"3rd","S","Finland",3101279,15.17,"1","0","yes"
"Hale, Mr. Reginald","male",30,"2nd","S","England",250653,13,"0","0","no"
"Hämäläinen, Master. Viljo Unto Johannes","male",0.5833333333,"2nd","S","United States",250649,14.1,"1","1","yes"
"Hämäläinen, Mrs. Anna","female",23,"2nd","S","United States",250649,14.1,"0","2","yes"
"Hampe, Mr. Léon Jérome","male",19,"3rd","S","Belgium",345769,9.1,"0","0","no"
"Hannah, Mr. Borak","male",27,"3rd","C","Lebanon",2663,7.0407,"0","0","yes"
"Hanna, Mr. Boulos","male",18,"3rd","C","Lebanon",2664,7.0406,"0","0","no"
"Hanna, Mr. Mansour","male",35,"3rd","C","Lebanon",2693,7.0407,"0","0","no"
"Hansen, Mr. Claus Peter","male",41,"3rd","S","United States",350026,14.0202,"2","0","no"
"Hansen, Mr. Henrik Juul","male",26,"3rd","S","Denmark",350025,7.1701,"1","0","no"
"Hansen, Mr. Henry Damsgaard","male",21,"3rd","S","Denmark",350029,7.1701,"0","0","no"
"Hansen, Mrs. Jennie Louise","female",45,"3rd","S","United States",350026,14.0202,"1","0","yes"
"Harbeck, Mr. William H.","male",45,"2nd","S","United States",248746,13,"0","0","no"
"Harder, Mr. George Achilles","male",25,"1st","C","United States",11765,55.081,"1","0","yes"
"Harder, Mrs. Dorothy","female",21,"1st","C","United States",11765,55.081,"1","0","yes"
"Hargadon, Miss. Catherine","female",17,"3rd","Q","Ireland",30631,7.1408,"0","0","no"
"Harknett, Miss. Alice Phoebe","female",21,"3rd","S","England",6609,7.11,"0","0","no"
"Harper, Miss. Annie Jessie","female",6,"2nd","S","Scotland",248727,33,"0","1","yes"
"Harper, Mr. Henry Sleeper","male",48,"1st","C","United States",17572,76.1407,"1","0","yes"
"Harper, Mrs. Myra Raymond","female",49,"1st","C","United States",17572,76.1407,"1","0","yes"
"Harper, Rev. John","male",39,"2nd","S","Scotland",248727,33,"0","1","no"
"Harrington, Mr. Charles Henry","male",37,"1st","S","England",113796,42.08,"0","0","no"
"Harris, Mr. George","male",62,"2nd","S","England",752,10.1,"0","0","yes"
"Harris, Mr. Henry Birkhardt","male",45,"1st","S","United States",36973,83.0906,"1","0","no"
"Harris, Mrs. Irene","female",35,"1st","S","United States",36973,83.0906,"1","0","yes"
"Harris, Mr. Walter","male",45,"2nd","S","England",14208,10.1,"0","0","no"
"Harrison, Mr. William Henry","male",46,"1st","S","England",112059,NA,"0","0","no"
"Hartley, Mr. Wallace Henry","male",33,"2nd","S","England",250654,NA,NA,NA,"no"
"Hart, Miss. Eva Miriam","female",7,"2nd","S","England",13529,26.05,"0","2","yes"
"Hart, Mr. Benjamin","male",47,"2nd","S","England",13529,26.05,"1","1","no"
"Hart, Mr. Henry","male",29,"3rd","Q","Ireland",394140,6.1702,"0","0","no"
